model,checkpoint_path,checkpoint_step,benchmark,pair_scope,variant,config_index,n_configs,field_types,manifest_field_types,candidate_pairs,error,roc_auc,pr_auc,oracle_pair_f1,oracle_pair_threshold
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,52,135,title:identifier; authors:text; venue:identifier; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.9979111823647295,0.805960664879286,0.7716849451645065,0.9995228052139282
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,53,135,title:identifier; authors:text; venue:identifier; year:categorical,title:text; authors:text; venue:text; year:categorical,250000,,0.9994240280561122,0.8641822834223691,0.8338081671415005,0.9998630285263062
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,54,135,title:identifier; authors:text; venue:identifier; year:numeric,title:text; authors:text; venue:text; year:categorical,250000,,0.985261002004008,0.18433518853890868,0.26172465960665653,0.9999873638153076
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,55,135,title:identifier; authors:text; venue:identifier; year:date,title:text; authors:text; venue:text; year:categorical,250000,,0.9988863767535071,0.7484993307674604,0.7051039697542533,0.9998493194580078
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,56,135,title:identifier; authors:text; venue:categorical; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.816847130260521,0.004973945031839111,0.01363618654303191,0.18034665286540985
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,57,135,title:identifier; authors:text; venue:categorical; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.816847130260521,0.004973945031839111,0.01363618654303191,0.18034665286540985
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,58,135,title:identifier; authors:text; venue:categorical; year:categorical,title:text; authors:text; venue:text; year:categorical,250000,,0.9576162324649299,0.02515215764802609,0.05965632767751,0.9858933687210083
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,59,135,title:identifier; authors:text; venue:categorical; year:numeric,title:text; authors:text; venue:text; year:categorical,250000,,0.7003467855711422,0.0032905786100886564,0.009543595403492826,0.9888705611228943
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,60,135,title:identifier; authors:text; venue:categorical; year:date,title:text; authors:text; venue:text; year:categorical,250000,,0.948949114228457,0.01981336046516679,0.044989115536563734,0.9660588502883911
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,61,135,title:identifier; authors:identifier; venue:text; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.9979111823647295,0.805960664879286,0.7716849451645065,0.9995228052139282
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,62,135,title:identifier; authors:identifier; venue:text; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.9979111823647295,0.805960664879286,0.7716849451645065,0.9995228052139282
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,63,135,title:identifier; authors:identifier; venue:text; year:categorical,title:text; authors:text; venue:text; year:categorical,250000,,0.9994240280561122,0.8641822834223691,0.8338081671415005,0.9998630285263062
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,64,135,title:identifier; authors:identifier; venue:text; year:numeric,title:text; authors:text; venue:text; year:categorical,250000,,0.9852609659318636,0.18433507912757816,0.26172465960665653,0.9999873638153076
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,65,135,title:identifier; authors:identifier; venue:text; year:date,title:text; authors:text; venue:text; year:categorical,250000,,0.9988863767535071,0.7484993307674604,0.7051039697542533,0.9998493194580078
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,66,135,title:identifier; authors:identifier; venue:identifier; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.9979111823647295,0.805960664879286,0.7716849451645065,0.9995228052139282
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,67,135,title:identifier; authors:identifier; venue:identifier; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.9979111823647295,0.805960664879286,0.7716849451645065,0.9995228052139282
